,text,label
1679,Can someone assist me with explaining how I can unblock my pin?,49
1680,"My pin needs unblocking, unblock it please?",49
1681,What do I have to do to get my PIN unblocked?,49
1682,I tried my PIN too many times and now my card won't work!,49
1683,I entered a wrong PIN too many times. How can I fix this?,49
1684,How can I unblock my PIN?,49
1685,When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,49
1686,I cannot try my PIN anymore.,49
1687,What's the web address to unblock my pin?,49
1688,How do I make my PIN work again?,49
1689,What steps do I take to unblock my PIN?,49
1690,My PIN was entered wrong and now I am blocked.  Please unblock.,49
1691,Can I use app to unblock my card?,49
1692,I tried the wrong PIN too many times.,49
1693,Help me unblock my PIN.,49
1694,Can I unblock my PIN in the app?,49
1695,How can I get my PIN unblocked?,49
1696,I forgot my PIN number.,49
1697,I tried entering my pin several times incorrectly. Why isn't my pin working?,49
1698,I need my PIN unlocked.,49
1699,I can't input my pin again.,49
1700,How do I take a block off my card?,49
1701,Will you help me unblock my pin after putting in the wrong pin too many times?,49
1702,What do I do if I forgot my PIN?,49
1703,What is the process for unlocking the pin?,49
1704,How do I go about unlocking a pin?,49
1705,"I enetered the wrong information, I need my account unblocked How do I do that?",49
1706,"My PIN is locked, how do I unlock it?",49
1707,I entered in the wrong PIN.  Please help me unlock my account.,49
1708,"If my PIN number is rejected, how do I solve it?",49
1709,Why was my PIN blocked?,49
1710,"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",49
1711,Where can I go to get my PIN unblocked?,49
1712,What is the procedure of unblocking my PIN?,49
1713,I accidentally exceeded my PIN tries.  Please advise.,49
1714,"I logged in wrong and am blocked, how do I log in?",49
1715,"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?",49
1716,Can you unblock my blocked pin?,49
1717,How can I reset my darned PIN number?,49
1718,"My PIN is unlocked, what do I do?",49
1719,My account is locked because I used the wrong pin too many times.  Please help.p,49
1720,"My PIN can't access my card, can you help?.",49
1721,"After putting in the wrong PIN too many times, I was blocked. Can you assist me in changing it?",49
1722,"
How do I unblock my PIN?",49
1723,What happens if I forget my PIN?,49
1724,I put the wrong pin too many times and now it is blocked. Can you help me unblock it?,49
1725,I managed to drunken block my card :(( Help!,49
1726,Why is my PIN blocked?,49
1727,I used my pin too many times.,49
1728,My PIN has been blocked.,49
1729,"My card got blocked, how do I reset?",49
1730,"My PIN number was incorrect, and I can't access it.",49
1731,Is there a way to reset my PIN?,49
1732,What do I do if I have exceeded all my PIN tries?,49
1733,How do I get unblocked?,49
1734,"I blocked my card by mistake, how do I unblock it?",49
1735,What should I do if I exceed my PIN tries?,49
1736,How come I got blocked for entering wrong pins?,49
1737,What should I do if I have used all of my PIN tries?,49
1738,My PIN isn't working.,49
1739,I forgot what my pin number is and now am blocked can you help me get in?,49
1740,Where am I able to get my PIN unblocked?,49
1741,I forgot my pin and am blocked now. Can I reset it somewhere?,49
1742,I must have entered my PIN wrong.,49
1743,I am locked out from entering my pin.,49
1744,What do I do to unblock my PIN?,49
1745,I entered my pin wrong  too many times.,49
1746,"I have used all my PIN tries, what now?",49
1747,Where do I go to unblock my PIN?,49
1748,What if I type in the wrong PIN too many times?,49
1749,What do I do if my PIN was blocked?,49
1750,Can I unblock my pin using the app?,49
1751,How many times can I enter a wrong PIN before it is blocked?,49
1752,My PIN was blocked.,49
1753,I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,49
1754,I have exceeded all my PIN tries,49
1755,How to unblock my PIN?,49
1756,How many incorrect attempts cause card to be blocked?,49
1757,Guide me on how to unblock my PIN,49
1758,"Would you please unblock my pin? I don't know why, but it's blocked.",49
1759,I have used all of my PIN tries. What should I do now?,49
1760,Is there a number to call to get my pin unblocked?,49
1761,"My PIN seems to be blocked, help me access it?",49
1762,How do I unblock my card?,49
1763,I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,49
1764,I cannot use my PIN.,49
1765,"My PIN got blocked, help.",49
1766,Where do I unblock my PIN?,49
1767,"I am blocked now because I entered the wrong pin, need help.",49
1768,"My PIN has been blocked, what should I do?",49
1769,Too many times I entered the incorrect PIN.  How can I get my account unblocked?,49
1770,My account is blocked because I entered the wrong pin too many times.  Help me unblock.,49
1771,I entered the wrong pin too many times and now I think it's blocked. What do I do?,49
1772,"I was blocked by using the wrong pin too many times, can you help me?",49
1773,"My PIN is not working, can you help?",49
1774,How do I unlock my account after typing in the wrong PIN too many times?,49
1775,I entered the pin incorrectly too many times and now it is blocked. Can you help?,49
1776,Can you unblock my pin because I put the wrong one too many times.,49
1777,I need a new PIN number.,49
1778,Can you unblock my account?  I entered the PIN wrong.,49
1779,I tried my PIN too many times,49
1780,I punched in the wrong pin too many times and I'm locked out.,49
1781,I can't figure out how to unblock my pin number. Can you help me?,49
1782,Should i uninstall the app before i try it again?,23
1783,How come when I tried to pay contactless at the bus it didnt work?,23
1784,Why is my contactless not working?,23
1785,My contactless payments don't work.,23
1786,how many days processing new card?,23
1787,I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,23
1788,Would reinstalling the app solve the problem?,23
1789,I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,23
1790,What do I have to do to get the contactless to work?,23
1791,The terminal I paid at wouldn't take my card. Is something wrong?,23
1792,Why wasn't my contactless accepted at the metro?,23
1793,Can I make a contactless payments?,23
1794,I can't get a contactless payment to work.,23
1795,Contactless payments need to be enabled for my card.,23
1796,Help me to set up contactless payments.,23
1797,My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,23
1798,I'm confused ass to why my contactless is not working.,23
1799,I need help fixing my contactless. It's not working anywhere I go today.,23
1800,The contactless payments are not working.,23
1801,how to get new card?,23
1802,How do I troubleshoot my contactless?,23
1803,How can I fix my contactless?,23
1804,Any charges applicable for new card?,23
1805,I have a contactless that's broken.,23
1806,My contactless is non-functional.,23
1807,How can i get new card?,23
1808,My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,23
1809,How do I troubleshoot when contactless doesn't work?,23
1810,How can I fix my card if the contactless function didn't work this morning?,23
1811,"I was trying to use contactless earlier, but it didn't work.",23
1812,Why wouldn't my contactless work for the metro?,23
1813,Are my contactless settings correct? I tried to use it today but it wasn't working.,23
1814,I am having problems with my contactless.,23
1815,"I am having issues using contactless payments, could my card be damaged?",23
1816,"What is the reason when I tried to pay contactless at the bus, it didnt work?",23
1817,Is there a top up fee for transfer?,56
1818,Will there be a charge for topping up by account with a SEPA transfer?,56
1819,What are the charges for receiving a SEPA transfer?,56
1820,Is there a charge for SEPA transfers?,56
1821,Will I be charged a fee for a SEPA transfer?,56
1822,What is the fee to top-up my account,56
1823,Will you guys charge me for topping up by transfer?,56
1824,Can you tell me the cost of a transfer?,56
1825,Do you receive SWIFT transfers?,56
1826,What is the charge for receiving a SEPA transfer?,56
1827,Will I receive all the money sent to my account by SEPA transfer?,56
1828,Am I going to see a charge for a SEPA transfer?,56
1829,Can I do a SWIFT transfer?,56
1830,What would I be charged in receiving a SEPA transfer?,56
1831,How much is it to receive money?,56
1832,Is there a charge for using transfers for top ups?,56
1833,"If someone sends me money, will I be charged?",56
1834,Do you accept SWIFT transfers?,56
1835,Am I charged for receiving money?,56
1836,Will I be charged for topping up by transfer?,56
1837,Will I be charged any fee for receiving money?,56
1838,Are there fees for receiving a SEPA transfer?,56
1839,Is there a fee to top up by bank transfers?,56
1840,Do you offer SWIFT transfers?,56
1841,Will I be charged for a top off transfer?,56
1842,Will I be charged for receiving money?,56
1843,To receive money are there charges?,56
1844,Will there be a charge when money is added to my account?,56
1845,What are the fees associated with top up via transfer?,56
1846,Can I use SWIFT transfers?,56
1847,How much does a transfer cost?,56
1848,Is there a fee for a SEPA transfer,56
1849,why do you charge for transfers?,56
1850,Is there a fee to make a transfer?,56
1851,What is the charge to make a transfer,56
1852,"If I were to transfer, what would the cost be?",56
1853,Does it cost anything to transfer money for a top-up?,56
1854,Will I be fined for topping up by transfer?,56
1855,what is the price of a transfer?,56
1856,If I top-up by using a trasfer are there charges that applied?,56
1857,Do I get charged if I get money?,56
1858,Would I be able to use SWIFT transfers?,56
1859,Are there any charges for receiving money?,56
1860,how much will I be charged for making a transfer?,56
1861,For topping-up is there a charge?,56
1862,Can I transfer money using the SWIFT service?,56
1863,Is there a charge for transfers?,56
1864,is there a fee for swift transfer,56
1865,How much does it cost to top up by transfer?,56
1866,What are the fees for using transfer to top off my account?,56
1867,Do you charge anything for topping up?,56
1868,Are SWIFT Transfers available at this bank?,56
1869,"If I were to do a transfer, what is the rate for that?",56
1870,How much do I need to pay for a transfer?,56
1871,Is there a charge for getting my money?,56
1872,Does this program take SWIFT transfers?,56
1873,What does it cost to receive a SEPA transfer?,56
1874,How much will it be in order to pay with a bank transfer using SEPA?,56
1875,Will there be a fee if I receive a SEPA transfer,56
1876,Am I charged if I make a top-up?,56
1877,do you have a fee for receiving a SEPA transfer?,56
1878,What does a transfer cost?,56
1879,Am I able to do a SWIFT transfer with you?,56
1880,Is a SWIFT transfer acceptable?,56
1881,Will I be charged for adding money by transfer?,56
1882,How much will it cost me for a SEPA transfer?,56
1883,How much would it cost me if I transfer?,56
1884,What should I expect to be charged on a SEPA transfer?,56
1885,What is the cost of a transfer?,56
1886,"I want to top up my account by a bank transfer, but will I be charged?",56
1887,Am I able to do a SWIFT transfer?,56
1888,Are you aware of any charges for receiving money?,56
1889,Are SWIFT transfers supported?,56
1890,Is there a charge for receiving money?,56
1891,Can I transfer using SWIFT?,56
1892,Am I going to be charged for receiving  money?,56
1893,What are the additional charges for a SWIFT transfer?,56
1894,Does it cost me anything to top up my account via bank transfer?,56
1895,How much does it cost to make transfers?,56
1896,How much would it cost me for a bank transfer to top up my account?,56
1897,Do you take SWIFT transfers?,56
1898,Is there a fee for topping off by transfer?,56
1899,Will I be charged for receiving the money?,56
1900,"For SEPA transfers, what kind of charge will be applied?",56
1901,Are there topping up fees if I have to transfer?,56
1902,Am I going to be charged for topping up by transfer?,56
1903,What is the handling fee for transfer?,56
1904,Does it cost me to add cash?,56
1905,Do I get charged if I am receiving money?,56
1906,Are you going to charge me to collect the money?,56
1907,Can I Transfer from SWIFT?,56
1908,what is the fee for a transfer into my account,56
1909,Do I pay a fee for SEPA transfers?,56
1910,Is there a cost to receive money?,56
1911,"I'd like to make a SEPA transfer to my account, but will I be charged?",56
1912,Can third party fees affect a transfer?,56
1913,Do you charge for transfers?,56
1914,Will I be charged for topping up my account using a bank transfer?,56
1915,How much would I be charged for a transfer?,56
1916,Is there a top up fee?,56
1917,are SWIFT transfers an option?,56
1918,How much does it cost to do a transfer?,56
1919,"If I top up by transfer, am I going to be charged?",56
1920,What are the charges for recieving SEPA transfers?,56
1921,Are there any fees associated with receiving money?,56
1922,How much does each transfer cost?,56
1923,Is there any fees associated with receiving money with this account?,56
1924,Will I be charged to top off my account?,56
1925,What kind of fee is there to top-up my account?,56
1926,Do you process SWIFT transfers?,56
1927,I want to do a swift transfer,56
1928,How long does a top-up take to go through?,47
1929,I am under the impression that my top up is still pending,47
1930,How long will it take for my money to be deposited?,47
1931,i put money on my card and i dont see it on the balance,47
1932,I have a top-up that's still pending and wanted to know about it.,47
1933,"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?",47
1934,Why is my top up not completing?,47
1935,What if my top up doesn't go through?,47
1936,"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",47
1937,Says that my top-up is incomplete?,47
1938,It appears my top-up is still pending.,47
1939,My top up did not go through yet.,47
1940,Seems like my top-up has not gone through,47
1941,How long will my top-up stay pending?,47
1942,I think my top up is still pending?,47
1943,"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",47
1944,why isn't my top-up going through?,47
1945,I topped up but it isn't in my account,47
1946,When will my top-up happen?,47
1947,"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",47
1948,What is the reason my top-up is still pending?,47
1949,how long does it take to reflect in my balance a top up,47
1950,My top-up is taking a while to process!,47
1951,My top up is incomplete.,47
1952,My top-up funds aren't available yet.,47
1953,Why hasn't my top-up finished pending yet?,47
1954,Where are my funds? I topped off my car but it didn't seem to complete.,47
1955,"I tried to top up, but the funds show up as pending. I thought it was instant?",47
1956,"I tried to top up, but it didn't finish.",47
1957,Should my top-up be completed by now?,47
1958,My top up did not complete.,47
1959,Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,47
1960,"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?",47
1961,When will my top up be approved?,47
1962,My top-up didn't go through; it still says pending. What's up with that?,47
1963,I can't find the money I just added to my account.,47
1964,What does it mean if my top-up has not gone through?,47
1965,"My top up hasn't gone through yet, why?",47
1966,I've been waiting for a top up to come through for over an hour and I need the funds now.,47
1967,"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",47
1968,I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.,47
1969,My account is  new  why can I  not top up,47
1970,"Help, I don't see my money i just added.",47
1971,What happened to my Top-Up? It's not reflected.,47
1972,"I'm waiting on a top-up, its still pending",47
1973,I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,47
1974,"Needed gas, been delayed for half an hour.Please fix it!",47
1975,Yesterday I topped up my card. Why didn't it complete as it still pending?,47
1976,Tell my why my top-up is pending.,47
1977,How long should I wait for top up go go through ?,47
1978,Top-up is loaded into the card and no update.,47
1979,My top-up seems to be pending for a long time?,47
1980,"I already paid to top-up but the funds aren't available yet, where are they?",47
1981,What do I do if my top-up has not gone through?,47
1982,My top-up hasn't gone through,47
1983,Is my top up not working?,47
1984,My top up is pending still,47
1985,Why has my top up not gone through yet?,47
1986,"Hi, I tried topping up for the first time today (I'm a new customer), and the transaction has shown as pending for the last half an hour. Can you fix it?",47
1987,My top up says it is still pending,47
1988,I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,47
1989,How long does it take for my top up to clear?,47
1990,how long should i expect to wait when i add money,47
1991,I'm still waiting for the top-up!,47
1992,Is there a problem with the top up system? My transaction hasn't gone through properly,47
1993,How long will my top-up be pending?,47
1994,I believe my top up is still pending,47
1995,Why hasn't my top up gone through?,47
1996,Why is  my  top  up for  my  new account  not  instant,47
1997,My money hasn't been deposited yet. When will it be?,47
1998,I'm still waiting for my top-up to go through,47
1999,How long after a failed topup will funds refurn to account,47
2000,My top is still pending.,47
2001,My top-up hasn't happened yet.,47
2002,Has my top up gone through?,47
2003,How long does it take for a top-up?,47
2004,I used my card to top up but it's saying it is still pending. What does this mean?,47
2005,When will my top-up go through?,47
2006,How long does it take for a top up to go through,47
2007,i have a pending top-up,47
2008,Why is the top-up I made still pending.,47
2009,My top-up is still pending,47
2010,My top up is still pending,47
2011,My top-up is taking a very long time to complete.,47
2012,I do not think the pop up went through yet.,47
2013,how long are my top ups pending,47
2014,Did I do something incorrectly? Where is my top-up?,47
2015,Why hasn't my top-up gone through?,47
2016,Should my top up still be pending?,47
2017,top up is still pending,47
2018,I have been waiting for my top-up to complete and it still hasn't gone through.,47
2019,Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?,47
2020,Please explain why my top-up hasn't been processed yet?,47
2021,Why can't I see my funds after I topped up?,47
2022,My top up hasn't gone through,47
2023,I'm pretty sure my top up is still pending.,47
2024,When will my top-up be completed?,47
2025,"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",47
2026,"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?",47
2027,How long do top-ups take to go through,47
2028,I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.,47
2029,"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",47
2030,There is a top up that has been pending for an hour and I don't know why.  I was expecting it immediately and need it now!,47
2031,Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,47
2032,My top-up appears to be pending.,47
2033,Is there a reason that my top-up is still pending?,47
2034,why is top up pending,47
2035,"I topped-up my account, but I don't think it went through.",47
2036,The top-up is broken.,47
2037,"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me.",47
2038,Why is my top-up pending?,47
2039,"How come my top-up didn't go through instantly, like it usually does?",47
2040,It's been some time since refilled the top-up.,47
2041,I added money to the card but the transaction didn't go through,47
2042,How long do I need to wait til my top up isn't pending?,47
2043,top up not completed,47
2044,It appears my top-up has not gone through.,47
2045,"Even though I added money ey to the card, I couldn't use it",47
2046,How long does it take for a top up to be approved?,47
2047,How do I make my top up complete?,47
2048,What is taking so long with my top up?,47
2049,When will my top up be applied?,47
2050,Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.,47
2051,I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,47
2052,How long does my top up pending last?,47
2053,"I topped up last night but don't have any funds, why not?",47
2054,How long should it take for my top-up to finish? I've been waiting a while.,47
2055,Is there a reason my top-up has not gone through?,47
2056,Problem with my top up going through,47
2057,How do I know if my top-up went through?,47
2058,Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.,47
2059,Can you tell me why my pop-up is still pending?,47
2060,"new customer and filling gas for the first time today, not working,",47
2061,What's taking my top-up so long?,47
2062,What is wrong with my top-up?,47
2063,When will my top up process?,47
2064,Can you explain to me why a top-up would still be pending?,47
2065,How long will it take for my top up to work? It's still pending,47
2066,Isn't my top-up supposed to mean its complete?,47
2067,What is the reason that my top-up is still pending?,47
2068,When will my top up go through?,47
2069,Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,47
2070,My top-up has not posted.,47
2071,I made a top up yesterday but it's still pending.,47
2072,"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",47
2073,I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do?,47
2074,I'm not certain my top-up went through yet.,47
2075,I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,47
2076,Where to check top ups pending?,47
2077,Cancel a transaction,8
2078,Am I able to cancel a transfer I just made,8
2079,"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",8
2080,I made a mistake this morning when I did a transfer. How do I reverse it?,8
2081,Can I cancel a transaction?,8
2082,"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",8
2083,How do I revert a transaction?,8
2084,I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.,8
2085,How do i cancel a charge?,8
2086,"I didn't want to make a transaction, I want to revert it",8
2087,Is there a way to undo a transaction?,8
2088,"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",8
2089,I would like help to revert a transaction I did this morning,8
2090,Please help revert my transaction from this morning.,8
2091,Is there any way to cancel my transfer,8
2092,I messed up a transfer and need to reverse it.,8
2093,"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through.",8
2094,I made a mistake and performed a transaction on the wrong account!,8
2095,I want to revert a transaction I did this morning,8
2096,I need to change a transfer.,8
2097,How do I cancel a transaction?,8
2098,I need to cancel a transaction please!,8
2099,I want to revert a transaction I did,8
2100,"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.",8
2101,I need a transfer cancelled.,8
2102,I did a transaction this morning and now I want to cancel it.,8
2103,A transfer has to be cancelled.,8
2104,Is it possible to cancel a transaction?,8
2105,I messed up and made a transaction using the wrong account.,8
2106,One of my transactions needs to be canceled.,8
2107,I need to stop a transaction that I made.,8
2108,I need to cancel a transfer I made.,8
2109,"My transfer was wrong, are you able to stop it before it goes through please?",8
2110,I used the wrong account.,8
2111,I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,8
2112,What are the steps I need to take to cancel a transaction?,8
2113,I would like to cancel a transfer...is this possible?,8
2114,I want to cancel the transaction I made earlier,8
2115,I submitted a transaction but it was for the incorrect account.,8
2116,"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",8
2117,Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,8
2118,"I don't think the transaction has gone through, so can I cancel a transfer?",8
2119,I wanna revert a transaction i did this morning.,8
2120,I did a transaction to a wrong account!,8
2121,Please help me cancel a transaction.,8
2122,I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,8
2123,How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,8
2124,Please cancel my last transaction.,8
2125,How to cancel a transaction,8
2126,I need to cancel a transfer,8
2127,Help me cancel a transfer.,8
2128,"who do I talk to, to cancel a transfer?",8
2129,Help! I need to cancel a transaction.,8
2130,I made a mistake and need to cancel a transfer.,8
2131,If I make a mistake can I cancel the transaction?,8
2132,I need to cancel a transaction.,8
2133,I don't need to transfer anymore and I want to cancel it.,8
2134,How do I cancel a transfer?,8
2135,"I made a mistake on the last transfer I made, who must I speak with to cancel?",8
2136,Who do I call to cancel a transfer?,8
2137,It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,8
2138,I made a transaction to the wrong account!,8
2139,Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,8
2140,Is there a way to revert a transaction?,8
2141,I have a transaction and would like to know if I it's cancelable?,8
2142,I accidentally made a payment to a wrong account. What should I do?,8
2143,How can I cancel my transfer?,8
2144,I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,8
2145,Am I able to stop a transfer?,8
2146,"I made a transaction, but I made it to an account I didn't mean to make it to.",8
2147,stop the transaction,8
2148,I need to reverse a transaction,8
2149,I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,8
2150,"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",8
2151,Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,8
2152,Help me cancel a transaction.,8
2153,"I already made a transfer and want to cancel it, how do I do that?",8
2154,"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",8
2155,I sent a payment to the wrong account number - can that transaction be reversed? I am worried about accidentally giving my money away.,8
2156,I want to reverse a transaction I did this morning,8
2157,"I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!",8
2158,I would like to cancel my previous transaction,8
2159,I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,8
2160,"I made a mistake and did a transaction to a wrong account, can I cancel?",8
2161,"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",8
2162,I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,8
2163,I want to cancel a transaction.,8
2164,"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",8
2165,"I no longer want to transfer funds, can we cancel that transaction?",8
2166,"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",8
2167,I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,8
2168,I am trying to revert a transcation I did this morning,8
2169,A payment I made is for a wrong amount can you help me correct the mistake.,8
2170,I inadvertently completed a transaction on a wrong account.,8
2171,I used the wrong account number!,8
2172,How can I cancel a transfer I made,8
2173,"I made a mistake of transferring, can I cancel my previous transfer?",8
2174,"I made a mistake when making my last transfer, please cancel before it goes thru.",8
2175,Can I stop a transaction?,8
2176,I wish to cancel a transfer,8
2177,I want to take back my transaction,8
2178,Is it possible for a transaction to be cancelled?,8
2179,"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",8
2180,is it possible to cancel transactions?,8
2181,Help! I made a transfer in error and need to cancel it before it's complete!,8
2182,I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,8
2183,Is it possible to cancel my transfer?,8
2184,How do I fix a transaction to the wrong account?,8
2185,I goofed up and used the wrong account.  Please help.,8
2186,I want to cancel a transfer I just made.,8
2187,Cancel Transaction,8
2188,"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",8
2189,My transaction is on the wrong account.,8
2190,"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",8
2191,How do I go about cancelling a transaction?,8
2192,"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",8
2193,I would like to cancel a transfer,8
2194,"Please help me, there is a transaction in the incorrect account.",8
2195,How can I revert a transaction from this morning?,8
2196,How do I cancel a recent transfer?,8
2197,Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,8
2198,I made a transaction this morning but I need to revert it now.,8
2199,I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,8
2200,I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,8
2201,I made a transfer into my account and now I need to cancel it,8
2202,"Cancel my transfer, please.",8
2203,I need to cancel a transaction immediately.,8
2204,Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it?,8
2205,I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,8
2206,Can I cancel a transfer I made,8
2207,Where do I go to cancel a transaction?,8
2208,How can I cancel a transaction to a wrong account?,8
2209,There's been a transaction to the wrong account.,8
2210,Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,8
2211,I want to revert this mornings transaction.,8
2212,"I didn't mean to do the transfer, is there any way to cancel it?",8
2213,I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,8
2214,Cancelling a transaction,8
2215,The wrong account was used during a transaction.,8
2216,I just initiated a transfer but I'd like to cancel it.,8
2217,My morning transaction needs to be canceled.,8
2218,My transaction from earlier needs to be reversed.,8
2219,I recently made a transfer that I would like to cancel,8
2220,"Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",8
2221,What do I need to do to cancel a transaction?,8
2222,How can I cancel this transaction?,8
2223,Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account?,8
2224,I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,8
2225,I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,8
2226,I want to cancel a transaction from this morning.,8
2227,A transfer has been made in my account that I need to cancel.  This was a mistake on my part and I hope we can get this resolved quickly.,8
2228,I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,8
2229,I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,8
2230,There was a transaction this morning that I'd like to reverse.,8
2231,What do I have to do to cancel a transfer?,8
2232,"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",8
2233,please cancel the transaction,8
2234,What is the max amount of top-ups?,60
2235,Are top-ups unlimited?,60
2236,Can I increase my top-up maximum?,60
2237,Can I top-up any amount?,60
2238,What's the limit to how much I can top up?,60
